datetime,road_id,avg_speed,vehicle_count,lane_count,road_type,synthetic_flag,temperature,tmin,tmax,rain_mm,wind_kph,pres,tsun,is_holiday,humidity,hour,day_of_week,is_weekend,is_morning_peak,is_evening_peak,is_peak_hour,hour_sin,hour_cos,speed_ma_3,speed_ma_6,vehicle_count_ma_3,vehicle_count_ratio,road_type_speed_ratio
2025-11-01 10:00:00,R1,56.56755343176644,85,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,10,5,1,1,0,1,0.4999999999999999,-0.8660254037844387,59.01620381566664,70.12488736091801,93.66666666666667,21.25,0.5656755343176644
2025-11-01 11:00:00,R1,98.92633620410952,126,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,11,5,1,0,0,0,0.258819045102521,-0.9659258262890682,72.68033434673161,70.36858154818879,100.33333333333333,31.5,0.9892633620410952
2025-11-01 12:00:00,R1,95.0574387504424,138,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,12,5,1,0,0,0,1.2246467991473532e-16,-1.0,83.51710946210612,70.54063986576718,116.33333333333333,34.5,0.950574387504424
2025-11-01 13:00:00,R1,101.4777422722852,104,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,13,5,1,0,0,0,-0.2588190451025208,-0.9659258262890684,98.4871724089457,78.75168811230618,122.66666666666667,26.0,1.0147774227228519
2025-11-01 14:00:00,R1,91.67327654085608,136,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,14,5,1,0,0,0,-0.4999999999999997,-0.8660254037844388,96.0694858545279,84.37491010062976,126.0,34.0,0.9167327654085607
2025-11-01 15:00:00,R1,101.45617598093058,126,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,15,5,1,0,0,0,-0.7071067811865471,-0.7071067811865479,98.20239826469061,90.85975386339838,122.0,31.5,1.0145617598093057
2025-11-01 16:00:00,R1,98.87108102856278,130,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,16,5,1,0,0,0,-0.8660254037844384,-0.5000000000000004,97.33351118344983,97.91034179619777,130.66666666666666,32.5,0.9887108102856278
2025-11-01 17:00:00,R1,61.16540152610353,77,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,17,5,1,0,1,1,-0.9659258262890684,-0.2588190451025206,87.16421951186562,91.61685268319677,111.0,19.25,0.6116540152610352
2025-11-01 18:00:00,R1,65.21187333102435,102,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,18,5,1,0,1,1,-1.0,-1.8369701987210294e-16,75.08278529523022,86.64259177996041,103.0,25.5,0.6521187333102435
2025-11-01 19:00:00,R1,56.08386703339988,64,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,19,5,1,0,1,1,-0.9659258262890684,0.2588190451025203,60.82038063017592,79.07694590681287,81.0,16.0,0.5608386703339988
2025-11-01 20:00:00,R1,58.48486017305629,105,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,20,5,1,0,1,1,-0.8660254037844386,0.5000000000000001,59.92686684582685,73.54554317884623,90.33333333333333,26.25,0.5848486017305629
2025-11-01 21:00:00,R1,99.54407067084524,120,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,21,5,1,0,0,0,-0.7071067811865477,0.7071067811865474,71.37093262576714,73.22685896049869,96.33333333333333,30.0,0.9954407067084524
2025-11-01 22:00:00,R1,104.1982912730388,120,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,22,5,1,0,0,0,-0.5000000000000004,0.8660254037844384,87.40907403898012,74.11472733457802,115.0,30.0,1.0419829127303881
2025-11-01 23:00:00,R1,105.11784317798964,128,4,Highway,True,30.5,26.0,34.0,0.0,14.0,1013.0,0,0,59,23,5,1,0,0,0,-0.2588190451025215,0.965925826289068,102.95340170729123,81.44013427655904,122.66666666666667,32.0,1.0511784317798964
2025-11-02 00:00:00,R1,97.03280602106094,145,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,0,6,1,0,0,0,0.0,1.0,102.11631349069647,86.74362305823179,131.0,36.25,0.9703280602106094
2025-11-02 01:00:00,R1,82.95002354274284,111,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,1,6,1,0,0,0,0.2588190451025207,0.9659258262890684,95.03355758059782,91.22131580978896,128.0,27.75,0.8295002354274285
2025-11-02 02:00:00,R1,94.05364083200296,139,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,2,6,1,0,0,0,0.4999999999999999,0.8660254037844387,91.34549013193559,97.14944591961341,131.66666666666666,34.75,0.9405364083200296
2025-11-02 03:00:00,R1,96.957412282595,135,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,3,6,1,0,0,0,0.7071067811865476,0.7071067811865476,91.32035888578027,96.71833618823837,128.33333333333334,33.75,0.96957412282595
2025-11-02 04:00:00,R1,101.292071069953,147,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,4,6,1,0,0,0,0.8660254037844386,0.5000000000000001,97.43437472818367,96.23396615439073,140.33333333333334,36.75,1.01292071069953
2025-11-02 05:00:00,R1,91.62980447657364,106,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,5,6,1,0,0,0,0.9659258262890684,0.2588190451025207,96.62642927637388,93.98595970415472,129.33333333333334,26.5,0.9162980447657364
2025-11-02 06:00:00,R1,101.2361437650858,119,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,6,6,1,0,0,0,1.0,6.123233995736766e-17,98.05267310387082,94.68651599482554,124.0,29.75,1.012361437650858
2025-11-02 07:00:00,R1,53.75917215180539,93,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,7,6,1,1,0,1,0.9659258262890684,-0.2588190451025206,82.20837346448828,89.82137409633596,106.0,23.25,0.5375917215180539
2025-11-02 08:00:00,R1,64.04451078516689,81,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,8,6,1,1,0,1,0.8660254037844387,-0.4999999999999998,73.0132755673527,84.81985242186327,97.66666666666667,20.25,0.640445107851669
2025-11-02 09:00:00,R1,59.47696147305603,89,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,9,6,1,1,0,1,0.7071067811865476,-0.7071067811865475,59.093548136676105,78.57311062027345,87.66666666666667,22.25,0.5947696147305603
2025-11-02 10:00:00,R1,59.36157892745768,91,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,10,6,1,1,0,1,0.4999999999999999,-0.8660254037844387,60.961017061893536,71.58469526319091,87.0,22.75,0.5936157892745768
2025-11-02 11:00:00,R1,100.92732588901768,102,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,11,6,1,0,0,0,0.258819045102521,-0.9659258262890682,73.25528876317713,73.1342821652649,94.0,25.5,1.0092732588901767
2025-11-02 12:00:00,R1,95.47512678266726,114,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,12,6,1,0,0,0,1.2246467991473532e-16,-1.0,85.25467719971421,72.17411266819515,102.33333333333333,28.5,0.9547512678266726
2025-11-02 13:00:00,R1,99.91033628112628,113,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,13,6,1,0,0,0,-0.2588190451025208,-0.9659258262890684,98.77092965093708,79.8659733564153,109.66666666666667,28.25,0.9991033628112628
2025-11-02 14:00:00,R1,98.34875159966266,102,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,14,6,1,0,0,0,-0.4999999999999997,-0.8660254037844388,97.91140488781873,85.58334682549793,109.66666666666667,25.5,0.9834875159966266
2025-11-02 15:00:00,R1,101.21331479623726,123,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,15,6,1,0,0,0,-0.7071067811865471,-0.7071067811865479,99.8241342256754,92.5394057126948,112.66666666666667,30.75,1.0121331479623725
2025-11-02 16:00:00,R1,97.66078345637828,107,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,16,6,1,0,0,0,-0.8660254037844384,-0.5000000000000004,99.07428328409274,98.92260646751491,110.66666666666667,26.75,0.9766078345637829
2025-11-02 17:00:00,R1,56.52701427234503,60,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,17,6,1,0,1,1,-0.9659258262890684,-0.2588190451025206,85.13370417498686,91.5225545314028,96.66666666666667,15.0,0.5652701427234503
2025-11-02 18:00:00,R1,60.52556305257379,83,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,18,6,1,0,1,1,-1.0,-1.8369701987210294e-16,71.57112026043238,85.69762724305389,83.33333333333333,20.75,0.6052556305257378
2025-11-02 19:00:00,R1,55.46544060967671,71,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,19,6,1,0,1,1,-0.9659258262890684,0.2588190451025203,57.506005978198516,78.29014463114562,71.33333333333333,17.75,0.5546544060967671
2025-11-02 20:00:00,R1,65.13685715483507,109,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,20,6,1,0,1,1,-0.8660254037844386,0.5000000000000001,60.3759536056952,72.75482889034102,87.66666666666667,27.25,0.6513685715483507
2025-11-02 21:00:00,R1,108.13055873059632,146,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,21,6,1,0,0,0,-0.7071067811865477,0.7071067811865474,76.24428549836938,73.90770287940087,108.66666666666667,36.5,1.0813055873059632
2025-11-02 22:00:00,R1,102.05572001902642,141,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,22,6,1,0,0,0,-0.5000000000000004,0.8660254037844384,91.77437863481929,74.6401923065089,132.0,35.25,1.0205572001902643
2025-11-02 23:00:00,R1,100.44839012098504,123,4,Highway,True,29.8,26.0,33.0,0.0,11.4,1013.6,0,0,59,23,6,1,0,0,0,-0.2588190451025215,0.965925826289068,103.54488962353594,81.96042161461556,136.66666666666666,30.75,1.0044839012098503
2025-11-03 00:00:00,R1,99.74174791327,127,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,0,0,0,0,0,0,0.0,1.0,100.74861935109384,88.4964524247316,130.33333333333334,31.75,0.9974174791327001
2025-11-03 01:00:00,R1,97.0034126206088,110,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,1,0,0,0,0,0,0.2588190451025207,0.9659258262890684,99.06451688495463,95.41944775988695,120.0,27.5,0.970034126206088
2025-11-03 02:00:00,R1,93.22828628433572,101,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,2,0,0,0,0,0,0.4999999999999999,0.8660254037844387,96.65781560607151,100.10135261480372,112.66666666666667,25.25,0.9322828628433573
2025-11-03 03:00:00,R1,103.0277936353986,127,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,3,0,0,0,0,0,0.7071067811865476,0.7071067811865476,97.75316418011438,99.2508917656041,112.66666666666667,31.75,1.030277936353986
2025-11-03 04:00:00,R1,100.97021502520798,126,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,4,0,0,0,0,0,0.8660254037844386,0.5000000000000001,99.07543164831411,99.06997426663435,118.0,31.5,1.0097021502520798
2025-11-03 05:00:00,R1,101.78659719364158,118,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,5,0,0,0,0,0,0.9659258262890684,0.2588190451025207,101.92820195141606,99.29300877874378,123.66666666666667,29.5,1.0178659719364158
2025-11-03 06:00:00,R1,96.55674723309532,137,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,6,0,0,0,0,0,1.0,6.123233995736766e-17,99.77118648398164,98.762175332048,127.0,34.25,0.9655674723309532
2025-11-03 07:00:00,R1,62.32588841662435,74,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,7,0,0,1,0,1,0.9659258262890684,-0.2588190451025206,86.88974428112043,92.98258796471725,109.66666666666667,18.5,0.6232588841662435
2025-11-03 08:00:00,R1,63.57052848561048,65,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,8,0,0,1,0,1,0.8660254037844387,-0.4999999999999998,74.15105471177674,88.03962833159638,92.0,16.25,0.6357052848561048
2025-11-03 09:00:00,R1,48.85801884134588,74,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,9,0,0,1,0,1,0.7071067811865476,-0.7071067811865475,58.25147858119359,79.0113325325876,71.0,18.5,0.4885801884134588
2025-11-03 10:00:00,R1,65.45785554911069,89,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,10,0,0,1,0,1,0.4999999999999999,-0.8660254037844387,59.29546762535569,73.09260595323805,76.0,22.25,0.6545785554911069
2025-11-03 11:00:00,R1,100.23379698713852,137,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,11,0,0,0,0,0,0.258819045102521,-0.9659258262890682,71.51655712586505,72.83380591882087,100.0,34.25,1.0023379698713852
2025-11-03 12:00:00,R1,101.57455017329556,133,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,12,0,0,0,0,0,1.2246467991473532e-16,-1.0,89.08873423651494,73.67010640885425,119.66666666666667,33.25,1.0157455017329555
2025-11-03 13:00:00,R1,103.1516019292284,115,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,13,0,0,0,0,0,-0.2588190451025208,-0.9659258262890684,101.65331636322084,80.47439199428827,128.33333333333334,28.75,1.031516019292284
2025-11-03 14:00:00,R1,103.15580984053472,139,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,14,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,102.62732064768623,87.07193888677563,129.0,34.75,1.0315580984053472
2025-11-03 15:00:00,R1,93.38006865748451,122,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,15,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,99.89582680908255,94.49228052279874,125.33333333333333,30.5,0.9338006865748452
2025-11-03 16:00:00,R1,105.04894151530053,101,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,16,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,100.52827333777327,101.09079485049705,120.66666666666667,25.25,1.0504894151530053
2025-11-03 17:00:00,R1,61.75883641485608,78,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,17,0,0,0,1,1,-0.9659258262890684,-0.2588190451025206,86.72928219588039,94.6783014217833,100.33333333333333,19.5,0.6175883641485608
2025-11-03 18:00:00,R1,53.31747737678066,70,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,18,0,0,0,1,1,-1.0,-1.8369701987210294e-16,73.37508510231243,86.63545595569748,83.0,17.5,0.5331747737678065
2025-11-03 19:00:00,R1,70.42255278808774,79,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,19,0,0,0,1,1,-0.9659258262890684,0.2588190451025203,61.832955526574835,81.18061443217404,75.66666666666667,19.75,0.7042255278808774
2025-11-03 20:00:00,R1,60.74122511846949,91,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,20,0,0,0,1,1,-0.8660254037844386,0.5000000000000001,61.49375176111264,74.11151697849651,80.0,22.75,0.6074122511846949
2025-11-03 21:00:00,R1,94.28124621466088,143,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,21,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,75.14834137373937,74.26171323802589,104.33333333333333,35.75,0.9428124621466089
2025-11-03 22:00:00,R1,101.4542801131392,130,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,22,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,85.49225048208989,73.66260300433235,121.33333333333333,32.5,1.014542801131392
2025-11-03 23:00:00,R1,96.37486065535168,110,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,23,0,0,0,0,0,-0.2588190451025215,0.965925826289068,97.37012899438393,79.43194037774828,127.66666666666667,27.5,0.9637486065535168
2025-11-04 00:00:00,R1,105.96341268945925,142,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,0,1,0,0,0,0,0.0,1.0,101.26418448598338,88.20626292986138,127.33333333333333,35.5,1.0596341268945926
2025-11-04 01:00:00,R1,108.551788098358,124,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,1,1,0,0,0,0,0.2588190451025207,0.9659258262890684,103.63002048105632,94.56113548157309,125.33333333333333,31.0,1.08551788098358
2025-11-04 02:00:00,R1,102.3408101559626,143,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,2,1,0,0,0,0,0.4999999999999999,0.8660254037844387,105.6186703145933,101.49439965448859,136.33333333333334,35.75,1.023408101559626
2025-11-04 03:00:00,R1,106.16932394213502,113,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,3,1,0,0,0,0,0.7071067811865476,0.7071067811865476,105.68730739881856,103.47574594240096,126.66666666666667,28.25,1.0616932394213503
2025-11-04 04:00:00,R1,100.71478544681344,105,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,4,1,0,0,0,0,0.8660254037844386,0.5000000000000001,103.07497318163702,103.35249683134667,120.33333333333333,26.25,1.0071478544681343
2025-11-04 05:00:00,R1,101.19750958662254,104,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,5,1,0,0,0,0,0.9659258262890684,0.2588190451025207,102.693872991857,104.15627165322513,107.33333333333333,26.0,1.0119750958662255
2025-11-04 06:00:00,R1,100.37483694897988,114,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,6,1,0,0,0,0,1.0,6.123233995736766e-17,100.76237732747195,103.22484236314524,107.66666666666667,28.5,1.0037483694897988
2025-11-04 07:00:00,R1,54.39150019978067,97,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,7,1,0,1,0,1,0.9659258262890684,-0.2588190451025206,85.3212822451277,94.19812771338236,105.0,24.25,0.5439150019978067
2025-11-04 08:00:00,R1,68.37492880268161,100,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,8,1,0,1,0,1,0.8660254037844387,-0.4999999999999998,74.38042198381406,88.53714748783553,103.66666666666667,25.0,0.6837492880268161
2025-11-04 09:00:00,R1,63.043386232448576,91,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,9,1,0,1,0,1,0.7071067811865476,-0.7071067811865475,61.936605078303636,81.34949120288779,96.0,22.75,0.6304338623244857
2025-11-04 10:00:00,R1,57.86405061792525,70,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,10,1,0,1,0,1,0.4999999999999999,-0.8660254037844387,63.09412188435183,74.20770206473975,87.0,17.5,0.5786405061792526
2025-11-04 11:00:00,R1,111.02055916354526,112,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,11,1,0,0,0,0,0.258819045102521,-0.9659258262890682,77.30933200463971,75.84487699422688,91.0,28.0,1.1102055916354525
2025-11-04 12:00:00,R1,86.60094137435843,133,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,12,1,0,0,0,0,1.2246467991473532e-16,-1.0,85.16185038527634,73.54922773178997,105.0,33.25,0.8660094137435843
2025-11-04 13:00:00,R1,95.72918257283465,136,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,13,1,0,0,0,0,-0.2588190451025208,-0.9659258262890684,97.78356103691279,80.4388414606323,127.0,34.0,0.9572918257283465
2025-11-04 14:00:00,R1,92.65876117221872,133,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,14,1,0,0,0,0,-0.4999999999999997,-0.8660254037844388,91.66296170647063,84.48614685555515,134.0,33.25,0.9265876117221872
2025-11-04 15:00:00,R1,96.78353497746838,147,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,15,1,0,0,0,0,-0.7071067811865471,-0.7071067811865479,95.05715957417392,90.1095049797251,138.66666666666666,36.75,0.9678353497746838
2025-11-04 16:00:00,R1,103.01173695721354,126,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,16,1,0,0,0,0,-0.8660254037844384,-0.5000000000000004,97.48467770230023,97.6341193696065,135.33333333333334,31.5,1.0301173695721355
2025-11-04 17:00:00,R1,63.47050289996135,88,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,17,1,0,0,1,1,-0.9659258262890684,-0.2588190451025206,87.75525827821444,89.70910999234252,120.33333333333333,22.0,0.6347050289996136
2025-11-04 18:00:00,R1,59.84641014362766,84,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,18,1,0,0,1,1,-1.0,-1.8369701987210294e-16,75.44288333360088,85.25002145388738,99.33333333333333,21.0,0.5984641014362766
2025-11-04 19:00:00,R1,55.469089707812174,73,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,19,1,0,0,1,1,-0.9659258262890684,0.2588190451025203,59.59533425046707,78.54000597638363,81.66666666666667,18.25,0.5546908970781217
2025-11-04 20:00:00,R1,50.92271300570684,77,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,20,1,0,0,1,1,-0.8660254037844386,0.5000000000000001,55.412737619048904,71.58399794863165,78.0,19.25,0.5092271300570684
2025-11-04 21:00:00,R1,87.92729063772708,147,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,21,1,0,0,0,0,-0.7071067811865477,0.7071067811865474,64.77303111708204,70.10795722534144,99.0,36.75,0.8792729063772708
2025-11-04 22:00:00,R1,103.4519573572344,107,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,22,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,80.76732033355613,70.18132729201159,110.33333333333333,26.75,1.034519573572344
2025-11-04 23:00:00,R1,105.51570582920644,148,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,23,1,0,0,0,0,-0.2588190451025215,0.965925826289068,98.96498460805599,77.18886111355243,134.0,37.0,1.0551570582920644
2025-11-05 00:00:00,R1,105.31504021084028,127,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,0,2,0,0,0,0,0.0,1.0,104.76090113242707,84.76696612475453,127.33333333333333,31.75,1.0531504021084028
2025-11-05 01:00:00,R1,102.44187513716852,126,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,1,2,0,0,0,0,0.2588190451025207,0.9659258262890684,104.42420705907176,92.59576369631394,133.66666666666666,31.5,1.0244187513716851
2025-11-05 02:00:00,R1,97.65971412992464,139,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,2,2,0,0,0,0,0.4999999999999999,0.8660254037844387,101.80554315931117,100.38526388368355,130.66666666666666,34.75,0.9765971412992464
2025-11-05 03:00:00,R1,103.59581666715737,123,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,3,2,0,0,0,0,0.7071067811865476,0.7071067811865476,101.2324686447502,102.99668488858862,129.33333333333334,30.75,1.0359581666715736
2025-11-05 04:00:00,R1,100.81321291852178,145,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,4,2,0,0,0,0,0.8660254037844386,0.5000000000000001,100.68958123853461,102.55689414880317,135.66666666666666,36.25,1.0081321291852179
2025-11-05 05:00:00,R1,98.67794895555755,139,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,5,2,0,0,0,0,0.9659258262890684,0.2588190451025207,101.02899284707892,101.41726800319502,135.66666666666666,34.75,0.9867794895555755
2025-11-05 06:00:00,R1,104.3769702676466,117,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,6,2,0,0,0,0,1.0,6.123233995736766e-17,101.28937738057533,101.26092301266276,133.66666666666666,29.25,1.043769702676466
2025-11-05 07:00:00,R1,55.12147601792247,109,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,7,2,0,1,0,1,0.9659258262890684,-0.2588190451025206,86.05879841370889,93.37418982612174,121.66666666666667,27.25,0.5512147601792247
