datetime,road_id,avg_speed,vehicle_count,lane_count,road_type,synthetic_flag,temperature,tmin,tmax,rain_mm,wind_kph,pres,tsun,is_holiday,humidity,hour,day_of_week,is_weekend,is_morning_peak,is_evening_peak,is_peak_hour,hour_sin,hour_cos
2025-11-03 06:00:00,R1,96.55674723309532,137,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,6,0,0,0,0,0,1.0,6.123233995736766e-17
2025-11-03 07:00:00,R1,62.32588841662435,74,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,7,0,0,1,0,1,0.9659258262890683,-0.25881904510252063
2025-11-03 08:00:00,R1,63.57052848561048,65,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,8,0,0,1,0,1,0.8660254037844387,-0.4999999999999998
2025-11-03 09:00:00,R1,48.85801884134588,74,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,9,0,0,1,0,1,0.7071067811865476,-0.7071067811865475
2025-11-03 10:00:00,R1,65.45785554911069,89,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,10,0,0,1,0,1,0.49999999999999994,-0.8660254037844387
2025-11-03 11:00:00,R1,100.23379698713852,137,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,11,0,0,0,0,0,0.258819045102521,-0.9659258262890682
2025-11-03 12:00:00,R1,101.57455017329556,133,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,12,0,0,0,0,0,1.2246467991473532e-16,-1.0
2025-11-03 13:00:00,R1,103.1516019292284,115,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,13,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683
2025-11-03 14:00:00,R1,103.15580984053472,139,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,14,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388
2025-11-03 15:00:00,R1,93.38006865748451,122,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,15,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479
2025-11-03 16:00:00,R1,105.04894151530053,101,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,16,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004
2025-11-03 17:00:00,R1,61.75883641485608,78,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,17,0,0,0,1,1,-0.9659258262890683,-0.25881904510252063
2025-11-03 18:00:00,R1,53.31747737678066,70,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,18,0,0,0,1,1,-1.0,-1.8369701987210297e-16
2025-11-03 19:00:00,R1,70.42255278808774,79,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,19,0,0,0,1,1,-0.9659258262890684,0.2588190451025203
2025-11-03 20:00:00,R1,60.74122511846949,91,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,20,0,0,0,1,1,-0.8660254037844386,0.5000000000000001
2025-11-03 21:00:00,R1,94.28124621466088,143,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,21,0,0,0,0,0,-0.7071067811865477,0.7071067811865474
2025-11-03 22:00:00,R1,101.4542801131392,130,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,22,0,0,0,0,0,-0.5000000000000004,0.8660254037844384
2025-11-03 23:00:00,R1,96.37486065535168,110,4,Highway,True,29.1,25.0,32.0,0.0,13.3,1012.9,0,0,59,23,0,0,0,0,0,-0.25881904510252157,0.9659258262890681
2025-11-04 00:00:00,R1,105.96341268945925,142,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,0,1,0,0,0,0,0.0,1.0
2025-11-04 01:00:00,R1,108.551788098358,124,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,1,1,0,0,0,0,0.25881904510252074,0.9659258262890683
2025-11-04 02:00:00,R1,102.3408101559626,143,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,2,1,0,0,0,0,0.49999999999999994,0.8660254037844387
2025-11-04 03:00:00,R1,106.16932394213502,113,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,3,1,0,0,0,0,0.7071067811865476,0.7071067811865476
2025-11-04 04:00:00,R1,100.71478544681344,105,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,4,1,0,0,0,0,0.8660254037844386,0.5000000000000001
2025-11-04 05:00:00,R1,101.19750958662254,104,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,5,1,0,0,0,0,0.9659258262890683,0.25881904510252074
2025-11-04 06:00:00,R1,100.37483694897988,114,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,6,1,0,0,0,0,1.0,6.123233995736766e-17
2025-11-04 07:00:00,R1,54.39150019978067,97,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,7,1,0,1,0,1,0.9659258262890683,-0.25881904510252063
2025-11-04 08:00:00,R1,68.37492880268161,100,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,8,1,0,1,0,1,0.8660254037844387,-0.4999999999999998
2025-11-04 09:00:00,R1,63.043386232448576,91,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,9,1,0,1,0,1,0.7071067811865476,-0.7071067811865475
2025-11-04 10:00:00,R1,57.86405061792525,70,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,10,1,0,1,0,1,0.49999999999999994,-0.8660254037844387
2025-11-04 11:00:00,R1,111.02055916354526,112,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,11,1,0,0,0,0,0.258819045102521,-0.9659258262890682
2025-11-04 12:00:00,R1,86.60094137435843,133,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,12,1,0,0,0,0,1.2246467991473532e-16,-1.0
2025-11-04 13:00:00,R1,95.72918257283465,136,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,13,1,0,0,0,0,-0.2588190451025208,-0.9659258262890683
2025-11-04 14:00:00,R1,92.65876117221872,133,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,14,1,0,0,0,0,-0.4999999999999997,-0.8660254037844388
2025-11-04 15:00:00,R1,96.78353497746838,147,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,15,1,0,0,0,0,-0.7071067811865471,-0.7071067811865479
2025-11-04 16:00:00,R1,103.01173695721354,126,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,16,1,0,0,0,0,-0.8660254037844384,-0.5000000000000004
2025-11-04 17:00:00,R1,63.47050289996135,88,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,17,1,0,0,1,1,-0.9659258262890683,-0.25881904510252063
2025-11-04 18:00:00,R1,59.84641014362766,84,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,18,1,0,0,1,1,-1.0,-1.8369701987210297e-16
2025-11-04 19:00:00,R1,55.469089707812174,73,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,19,1,0,0,1,1,-0.9659258262890684,0.2588190451025203
2025-11-04 20:00:00,R1,50.92271300570684,77,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,20,1,0,0,1,1,-0.8660254037844386,0.5000000000000001
2025-11-04 21:00:00,R1,87.92729063772708,147,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,21,1,0,0,0,0,-0.7071067811865477,0.7071067811865474
2025-11-04 22:00:00,R1,103.4519573572344,107,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,22,1,0,0,0,0,-0.5000000000000004,0.8660254037844384
2025-11-04 23:00:00,R1,105.51570582920644,148,4,Highway,True,29.5,25.0,33.0,0.0,12.4,1013.6,0,0,59,23,1,0,0,0,0,-0.25881904510252157,0.9659258262890681
2025-11-05 00:00:00,R1,105.31504021084028,127,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,0,2,0,0,0,0,0.0,1.0
2025-11-05 01:00:00,R1,102.44187513716852,126,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,1,2,0,0,0,0,0.25881904510252074,0.9659258262890683
2025-11-05 02:00:00,R1,97.65971412992464,139,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,2,2,0,0,0,0,0.49999999999999994,0.8660254037844387
2025-11-05 03:00:00,R1,103.59581666715737,123,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,3,2,0,0,0,0,0.7071067811865476,0.7071067811865476
2025-11-05 04:00:00,R1,100.81321291852178,145,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,4,2,0,0,0,0,0.8660254037844386,0.5000000000000001
2025-11-05 05:00:00,R1,98.67794895555755,139,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,5,2,0,0,0,0,0.9659258262890683,0.25881904510252074
2025-11-05 06:00:00,R1,104.3769702676466,117,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,6,2,0,0,0,0,1.0,6.123233995736766e-17
2025-11-05 07:00:00,R1,55.12147601792247,109,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,7,2,0,1,0,1,0.9659258262890683,-0.25881904510252063
2025-11-05 08:00:00,R1,62.96416534683377,75,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,8,2,0,1,0,1,0.8660254037844387,-0.4999999999999998
2025-11-05 09:00:00,R1,61.40564722662274,109,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,9,2,0,1,0,1,0.7071067811865476,-0.7071067811865475
2025-11-05 10:00:00,R1,58.8389679794566,91,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,10,2,0,1,0,1,0.49999999999999994,-0.8660254037844387
2025-11-05 11:00:00,R1,99.84059509437496,112,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,11,2,0,0,0,0,0.258819045102521,-0.9659258262890682
2025-11-05 12:00:00,R1,106.893093146951,133,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,12,2,0,0,0,0,1.2246467991473532e-16,-1.0
2025-11-05 13:00:00,R1,107.58477394942248,104,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,13,2,0,0,0,0,-0.2588190451025208,-0.9659258262890683
2025-11-05 14:00:00,R1,107.31607136054804,128,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,14,2,0,0,0,0,-0.4999999999999997,-0.8660254037844388
2025-11-05 15:00:00,R1,97.33199194057067,140,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,15,2,0,0,0,0,-0.7071067811865471,-0.7071067811865479
2025-11-05 16:00:00,R1,99.82549590327068,103,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,16,2,0,0,0,0,-0.8660254037844384,-0.5000000000000004
2025-11-05 17:00:00,R1,59.45518382886256,89,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,17,2,0,0,1,1,-0.9659258262890683,-0.25881904510252063
2025-11-05 18:00:00,R1,67.24997029394014,81,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,18,2,0,0,1,1,-1.0,-1.8369701987210297e-16
2025-11-05 19:00:00,R1,60.43503125306178,74,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,19,2,0,0,1,1,-0.9659258262890684,0.2588190451025203
2025-11-05 20:00:00,R1,67.06439252592197,61,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,20,2,0,0,1,1,-0.8660254037844386,0.5000000000000001
2025-11-05 21:00:00,R1,97.80734708284956,102,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,21,2,0,0,0,0,-0.7071067811865477,0.7071067811865474
2025-11-05 22:00:00,R1,96.54164003946288,116,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,22,2,0,0,0,0,-0.5000000000000004,0.8660254037844384
2025-11-05 23:00:00,R1,103.70440514302766,139,4,Highway,True,29.7,26.0,33.0,0.0,12.2,1013.3,0,0,59,23,2,0,0,0,0,-0.25881904510252157,0.9659258262890681
2025-11-06 00:00:00,R1,108.08042831342462,110,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,0,3,0,0,0,0,0.0,1.0
2025-11-06 01:00:00,R1,106.99147400838156,128,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,1,3,0,0,0,0,0.25881904510252074,0.9659258262890683
2025-11-06 02:00:00,R1,103.91869052496877,115,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,2,3,0,0,0,0,0.49999999999999994,0.8660254037844387
2025-11-06 03:00:00,R1,99.83712455945953,102,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,3,3,0,0,0,0,0.7071067811865476,0.7071067811865476
2025-11-06 04:00:00,R1,109.67791487712134,107,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,4,3,0,0,0,0,0.8660254037844386,0.5000000000000001
2025-11-06 05:00:00,R1,92.4018674114878,117,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,5,3,0,0,0,0,0.9659258262890683,0.25881904510252074
2025-11-06 06:00:00,R1,94.65117452816872,122,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,6,3,0,0,0,0,1.0,6.123233995736766e-17
2025-11-06 07:00:00,R1,61.26116214372404,104,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,7,3,0,1,0,1,0.9659258262890683,-0.25881904510252063
2025-11-06 08:00:00,R1,61.04211818657506,109,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,8,3,0,1,0,1,0.8660254037844387,-0.4999999999999998
2025-11-06 09:00:00,R1,62.13968019650456,71,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,9,3,0,1,0,1,0.7071067811865476,-0.7071067811865475
2025-11-06 10:00:00,R1,56.81156394572151,87,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,10,3,0,1,0,1,0.49999999999999994,-0.8660254037844387
2025-11-06 11:00:00,R1,101.89221099784442,107,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,11,3,0,0,0,0,0.258819045102521,-0.9659258262890682
2025-11-06 12:00:00,R1,98.4598258538382,102,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,12,3,0,0,0,0,1.2246467991473532e-16,-1.0
2025-11-06 13:00:00,R1,106.31321585255044,105,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,13,3,0,0,0,0,-0.2588190451025208,-0.9659258262890683
2025-11-06 14:00:00,R1,98.30528378576292,117,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,14,3,0,0,0,0,-0.4999999999999997,-0.8660254037844388
2025-11-06 15:00:00,R1,98.0070660698105,116,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,15,3,0,0,0,0,-0.7071067811865471,-0.7071067811865479
2025-11-06 16:00:00,R1,99.23465642724383,149,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,16,3,0,0,0,0,-0.8660254037844384,-0.5000000000000004
2025-11-06 17:00:00,R1,50.34979196242831,100,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,17,3,0,0,1,1,-0.9659258262890683,-0.25881904510252063
2025-11-06 18:00:00,R1,53.89462378659743,76,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,18,3,0,0,1,1,-1.0,-1.8369701987210297e-16
2025-11-06 19:00:00,R1,67.13344132603262,72,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,19,3,0,0,1,1,-0.9659258262890684,0.2588190451025203
2025-11-06 20:00:00,R1,56.977198435702846,88,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,20,3,0,0,1,1,-0.8660254037844386,0.5000000000000001
2025-11-06 21:00:00,R1,89.53665889689188,138,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,21,3,0,0,0,0,-0.7071067811865477,0.7071067811865474
2025-11-06 22:00:00,R1,97.21958503179852,127,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,22,3,0,0,0,0,-0.5000000000000004,0.8660254037844384
2025-11-06 23:00:00,R1,93.01100626381398,115,4,Highway,True,29.1,26.0,34.0,0.0,11.4,1013.0,0,0,59,23,3,0,0,0,0,-0.25881904510252157,0.9659258262890681
